IS_name	itr1_start_pos	itr1_end_pos	itr2_start_pos	itr2_end_pos	description
IS_length_2934-IPR013762_557_1094	1	43	2886	2934	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1330-IPR002560_764_1238-PTHR33498_764_1274	1	45	1286	1330	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1500-IPR013762_779_1379	1	27	1474	1500	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1199-IPR012337_628_1015-PTHR46889_331_1042-IPR038965_331_1042-IPR036397_643_1036	1	27	1173	1199	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR038965:Transposase InsF-like;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2372-IPR029261_150_285-IPR032877_306_450-IPR002560_501_1230-PTHR33498_57_1263	1	48	2340	2372	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_2942-IPR012337_769_1591-IPR036397_748_1282	1	27	2916	2942	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2007-IPR013762_863_1424	1	50	1958	2007	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2612-IPR013762_1443_1971	1	50	2563	2612	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1807-IPR036397_500_1286	1	30	1760	1807	IPR036397:Ribonuclease H superfamily
IS_length_1503-IPR014737_1087_1423-IPR002559_526_1117-IPR014735_58_196-PTHR37319_106_1423-IPR012337_58_1420	1	36	1457	1503	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;IPR014735:Transposase, Tn5-like, N-terminal;IPR014737:Transposase, Tn5-like, C-terminal;PTHR37319:TRANSPOSASE
IS_length_2939-IPR002560_233_1064-PTHR33498_227_1055-IPR002560_2088_2883-PTHR33498_2085_2874	1	49	2891	2939	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1766-IPR017894_984_1170-PTHR33498_201_1698-IPR002560_1314_1692-IPR002560_573_1173-IPR029261_216_342	1	38	1729	1766	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR017894:HTH domain, IS21 transposase-type;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1882-IPR036397_553_1228	1	28	1855	1882	IPR036397:Ribonuclease H superfamily
IS_length_1709-IPR002559_388_634-IPR008490_1061_1244	1	26	1684	1709	IPR002559:Transposase, IS4-like;IPR008490:Transposase InsH, N-terminal
IS_length_1689-IPR012337_416_761-IPR036397_311_770-IPR025246_910_1033	1	31	1659	1689	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily
IS_length_2739-IPR001207_1_85-IPR001207_2579_2669	1	42	2701	2739	IPR001207:Transposase, mutator type
IS_length_2611-IPR036397_1352_1691-IPR012337_1397_1682-PTHR35004_941_2120	1	46	2566	2611	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_2116-IPR002559_691_1402-PTHR30298_406_1528	1	42	2085	2116	IPR002559:Transposase, IS4-like;PTHR30298:H REPEAT-ASSOCIATED PREDICTED TRANSPOSASE
IS_length_2800-IPR013762_1535_2075	1	47	2757	2800	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2032-IPR013762_907_1438	1	27	2006	2032	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_819-IPR036397_262_700-IPR012337_283_631	1	28	792	819	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2089-IPR013762_1438_1999	1	29	2044	2089	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1885-IPR013762_837_1362	1	32	1854	1885	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1743-IPR008490_267_492-PTHR33408_150_1488-IPR025668_1122_1479	1	33	1711	1743	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_989-IPR024445_456_873-IPR024445_456_873-IPR024442_123_252	1	29	961	989	IPR024442:Transposase, zinc-ribbon;IPR024445:ISXO2-like transposase domain
IS_length_2859-IPR001959_0_174-PTHR30405_0_444-IPR010095_78_297-IPR010095_216_426-PTHR30405:SF11_0_444-IPR010095_2622_2832-IPR010095_2484_2703-PTHR30405_2406_2829-IPR001959_2406_2580-PTHR30405:SF11_2406_2829	1	29	2831	2859	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal;PTHR30405:SF11:TRANSPOSASE INSQ FOR INSERTION SEQUENCE ELEMENT IS609-RELATED;PTHR30405:TRANSPOSASE
IS_length_1214-IPR013762_685_1057	1	27	1188	1214	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2055-IPR013762_883_1432	1	39	2017	2055	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1612-IPR002560_191_1082-PTHR33498_263_1094	1	36	1568	1612	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_637-IPR025246_24_147-PTHR10948_24_366-PTHR10948_372_525	1	26	605	637	IPR025246:Transposase IS30-like HTH domain;PTHR10948:TRANSPOSASE
IS_length_1450-IPR012337_1114_1396-IPR036397_1078_1399-PTHR46889_1114_1396	1	50	1417	1450	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1023-IPR002686_217_571-IPR002686_217_571-PTHR33360_187_583-PTHR33360:SF2_187_583-IPR036515_190_571-IPR036515_196_592	1	45	979	1023	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:SF2:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_1107-IPR025668_565_967	1	25	1067	1107	IPR025668:Transposase DDE domain
IS_length_1333-IPR029261_203_335-PTHR33498_143_1271-IPR002560_569_1250	1	46	1286	1333	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_2075-PTHR33055_144_1143-PTHR33055:SF3_144_1143-IPR002525_159_576-IPR003346_774_1008	1	32	2039	2075	IPR002525:Transposase, IS111A/IS1328/IS1533, N-terminal;IPR003346:Transposase, IS116/IS110/IS902;PTHR33055:SF3:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A;PTHR33055:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A
IS_length_1052-IPR036515_100_469-IPR036515_94_547-IPR002686_130_454-IPR002686_118_460-PTHR34322_94_523	1	29	1024	1052	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_2247-IPR013762_920_1532	1	31	2217	2247	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1455-IPR036397_849_1338-IPR012337_846_1332-PTHR46889_519_1347	1	45	1407	1455	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2701-IPR005063_1160_1448	1	50	2675	2701	IPR005063:Transposase, IS1
IS_length_2219-IPR013762_1013_1577	1	50	2170	2219	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2338-IPR004291_4_592-IPR039552_2187_2301-IPR004291_1578_2166	1	41	2298	2338	IPR004291:Transposase IS66, central domain;IPR039552:Transposase IS66, C-terminal
IS_length_1381-IPR001207_163_1267-IPR001207_151_1237-PTHR33217:SF7_163_1267	1	42	1355	1381	IPR001207:Transposase, mutator type;PTHR33217:SF7:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1081
IS_length_1188-IPR038717_563_998-IPR036397_542_1046-IPR012337_659_1049	1	35	1154	1188	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain
IS_length_2978-PTHR34322_2185_2632-IPR036515_2185_2566-IPR036515_2185_2641-IPR002686_2209_2551-IPR002686_2224_2551	1	34	2945	2978	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_1556-IPR013762_838_1438	1	28	1529	1556	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1549-IPR013762_837_1449	1	33	1517	1549	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1563-IPR013762_851_1466	1	26	1538	1563	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1257-PTHR46889_41_833-IPR036397_347_842-IPR012337_338_824-IPR002514_916_1135	1	33	1225	1257	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_885-IPR002686_134_476-IPR002686_149_476-PTHR34322_110_548-IPR036515_110_572-IPR036515_116_479	1	29	857	885	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_1001-IPR012337_326_473-PTHR46889_11_470-IPR002514_499_730	1	34	968	1001	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2109-PTHR46889_592_1411-IPR036397_928_1417-IPR012337_916_1402-IPR002514_1542_1794	1	40	2079	2109	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1839-IPR013762_802_1318	1	44	1806	1839	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_582-IPR002686_62_392-IPR002686_80_383-PTHR36966_44_458-IPR036515_38_524-IPR036515_38_410	1	30	548	582	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_2086-IPR013762_1008_1569	1	50	2046	2086	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2106-IPR004291_295_691-IPR024463_967_1189	1	27	2080	2106	IPR004291:Transposase IS66, central domain;IPR024463:Transposase TnpC, homeodomain
IS_length_2082-IPR013762_971_1532	1	40	2047	2082	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1626-PTHR33055:SF3_295_1297-IPR003346_928_1150-PTHR33055_295_1297-IPR002525_310_739	1	34	1595	1626	IPR002525:Transposase, IS111A/IS1328/IS1533, N-terminal;IPR003346:Transposase, IS116/IS110/IS902;PTHR33055:SF3:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A;PTHR33055:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A
IS_length_1073-IPR036515_285_642-IPR036515_267_717-IPR002686_282_624-IPR002686_297_624-PTHR34322_264_699	1	28	1046	1073	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_1536-IPR013762_675_1230	1	33	1504	1536	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1917-IPR013762_708_1272	1	43	1875	1917	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1638-PTHR33408_78_1422-IPR008490_225_450-IPR025668_1050_1404	1	38	1601	1638	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_1323-IPR001207_422_683	1	26	1298	1323	IPR001207:Transposase, mutator type
IS_length_1531-IPR036397_51_594-IPR012337_57_552	1	44	1488	1531	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1912-IPR012337_847_1345-IPR036397_841_1387	1	31	1882	1912	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1909-IPR036397_579_1125-IPR012337_585_1083	1	36	1874	1909	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_1221-IPR001207_227_521-IPR001207_227_524-PTHR33217:SF5_227_524-IPR001207_550_1027-IPR001207_553_1093	1	29	1193	1221	IPR001207:Transposase, mutator type;PTHR33217:SF5:MUTATOR FAMILY TRANSPOSASE
IS_length_966-IPR002559_36_210-IPR025668_419_698	1	36	928	966	IPR002559:Transposase, IS4-like;IPR025668:Transposase DDE domain
IS_length_1945-IPR008490_341_542-IPR025668_1346_1718-PTHR33408_206_1724	1	45	1914	1945	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_2873-PTHR35004_210_1365-IPR036397_546_1056-IPR012337_561_1035	1	47	2827	2873	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_2991-IPR013762_1624_2149	1	28	2964	2991	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2275-IPR013762_1005_1572	1	26	2250	2275	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1319-IPR012337_891_1257-IPR036397_897_1086-PTHR46889_591_1071-PTHR46889_1089_1269	1	35	1292	1319	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1776-IPR025668_1287_1632-IPR008490_258_444	1	38	1751	1776	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain
IS_length_1467-PTHR33498_574_1348-IPR002560_583_1375	1	26	1418	1467	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_2016-IPR013762_862_1423	1	41	1975	2016	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2073-IPR006842_629_1106	1	31	2031	2073	IPR006842:Transposase (putative), YhgA-like
IS_length_1587-IPR025668_179_1415	1	27	1549	1587	IPR025668:Transposase DDE domain
IS_length_1662-IPR002560_1006_1528-PTHR33498_1006_1519	1	27	1636	1662	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1758-IPR025668_1149_1503-PTHR33408_186_1503-IPR008490_297_522	1	32	1729	1758	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_1351-IPR001207_481_553	1	25	1327	1351	IPR001207:Transposase, mutator type
IS_length_2462-IPR036397_1175_1649-IPR012337_1169_1637-PTHR46889_866_1637	1	37	2425	2462	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2048-IPR013762_943_1504	1	30	2019	2048	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1980-IPR013762_862_1423	1	44	1947	1980	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2051-IPR013762_1461_2022	1	46	2012	2051	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1755-IPR029261_209_335-PTHR33498_143_839-IPR002560_569_836-IPR002560_1248_1677-PTHR33498_1293_1719	1	26	1730	1755	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1470-IPR036397_921_1392-PTHR46889_636_1380-IPR012337_915_1374	1	35	1445	1470	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1992-IPR013762_918_1479	1	47	1958	1992	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2896-IPR006842_1475_1952	1	46	2827	2896	IPR006842:Transposase (putative), YhgA-like
IS_length_1681-IPR013762_564_1089	1	28	1635	1681	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1395-IPR001207_135_759-IPR001207_117_759-PTHR33217:SF8_875_1247-IPR001207_878_1184-IPR001207_875_1247	1	31	1349	1395	IPR001207:Transposase, mutator type;PTHR33217:SF8:MUTATOR FAMILY TRANSPOSASE
IS_length_2598-PTHR10948_1104_1245-PTHR10948_1422_2262-IPR012337_1887_2259-IPR025246_1107_1227	1	31	2569	2598	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;PTHR10948:TRANSPOSASE
IS_length_2350-IPR013762_1010_1574	1	30	2321	2350	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1211-PTHR46889_129_816-IPR036397_372_831-IPR012337_357_819	1	41	1181	1211	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2117-IPR012337_897_1224-IPR036397_891_1239-PTHR46889_942_1221	1	31	2076	2117	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1864-IPR013762_819_1380	1	35	1834	1864	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2308-IPR013762_1050_1614	1	34	2275	2308	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1472-IPR012337_886_1372-PTHR46889_586_1384-IPR036397_892_1375	1	27	1446	1472	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2074-IPR013762_945_1506	1	29	2028	2074	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1344-IPR001207_647_878	1	28	1317	1344	IPR001207:Transposase, mutator type
IS_length_2011-IPR006842_322_904-IPR036515_1390_1780-IPR036515_1366_1732-PTHR33360:SF2_1360_1741-PTHR33360_1360_1741-IPR002686_1384_1729-IPR002686_1381_1729	1	27	1985	2011	IPR002686:Transposase IS200-like;IPR006842:Transposase (putative), YhgA-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:SF2:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_1669-IPR002559_438_1320-PTHR33408_15_1389-IPR008490_171_393	1	42	1637	1669	IPR002559:Transposase, IS4-like;IPR008490:Transposase InsH, N-terminal;PTHR33408:TRANSPOSASE
IS_length_2727-IPR013762_2091_2652	1	62	2675	2727	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1778-IPR013762_637_1156	1	38	1741	1778	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1957-IPR013762_1223_1751	1	33	1925	1957	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_991-IPR024442_150_279-IPR024445_486_897-IPR024445_483_900	1	25	965	991	IPR024442:Transposase, zinc-ribbon;IPR024445:ISXO2-like transposase domain
IS_length_2561-IPR012337_1466_1637-IPR036397_1379_1640	1	26	2535	2561	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2096-IPR013762_1507_2068	1	30	2064	2096	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1762-IPR002559_231_822-PTHR33258_222_855-IPR012337_255_999	1	27	1734	1762	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_2971-IPR025668_416_818-IPR025668_2340_2736	1	27	2923	2971	IPR025668:Transposase DDE domain
IS_length_1705-IPR002559_504_1290-PTHR33258_294_1317-IPR012337_501_1329	1	28	1672	1705	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_2425-IPR036397_1261_1720-IPR025246_730_859-PTHR10948_733_1714-IPR012337_1279_1711	1	26	2400	2425	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_924-IPR036515_45_507-IPR036515_57_420-PTHR34322_45_603-IPR002686_84_411-IPR002686_69_411	1	36	898	924	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_1130-IPR002686_287_614-IPR002686_275_614-IPR036515_254_623-IPR036515_248_707-PTHR34322_248_680	1	32	1100	1130	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR34322:TRANSPOSASE, Y1_TNP DOMAIN-CONTAINING
IS_length_2095-IPR039552_307_430-IPR004291_13_283-IPR012337_900_1386-IPR036397_903_1392-PTHR46889_573_1389-IPR002514_1478_1706-IPR039552_1927_2050	1	45	2052	2095	IPR002514:Transposase IS3/IS911family;IPR004291:Transposase IS66, central domain;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR039552:Transposase IS66, C-terminal;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2566-IPR024445_1565_2009-IPR024445_1565_2009	1	29	2538	2566	IPR024445:ISXO2-like transposase domain
IS_length_2878-IPR025668_1_100-IPR025668_711_873-PTHR33408_138_867-IPR025668_2676_2865	1	41	2839	2878	IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_1981-IPR013762_807_1356	1	36	1946	1981	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2668-PTHR35004_905_2171-IPR036397_1343_1841	1	45	2640	2668	IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_2640-IPR008878_439_754-IPR008878_445_739-IPR039552_2389_2512-IPR024463_1078_1267-IPR004291_1510_2371-IPR024474_1306_1438	1	27	2612	2640	IPR004291:Transposase IS66, central domain;IPR008878:Transposase IS66, Orf2;IPR024463:Transposase TnpC, homeodomain;IPR024474:Transposase IS66, zinc-finger binding domain of;IPR039552:Transposase IS66, C-terminal
IS_length_1456-PTHR33217:SF7_191_1313-IPR001207_197_1301-IPR001207_191_1313	1	43	1427	1456	IPR001207:Transposase, mutator type;PTHR33217:SF7:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1081
IS_length_2353-IPR013762_1237_1762	1	34	2320	2353	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2150-IPR002559_790_1585-IPR012337_895_1594	1	26	2109	2150	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily
IS_length_1996-IPR013762_881_1442	1	44	1949	1996	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1423-PTHR33498_189_981-IPR002560_189_987	1	28	1396	1423	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_2092-IPR013762_964_1525	1	30	2063	2092	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1276-IPR002559_635_941-IPR012337_692_980	1	29	1248	1276	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily
IS_length_2886-IPR004291_958_1840-IPR008878_2096_2369	1	27	2841	2886	IPR004291:Transposase IS66, central domain;IPR008878:Transposase IS66, Orf2
IS_length_1786-IPR013762_1248_1773	1	26	1761	1786	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1337-PTHR33498_96_1185-IPR002560_468_1182-IPR029261_120_246-IPR032877_273_420	1	27	1301	1337	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_2578-IPR036397_618_1107-PTHR35004_222_1533-IPR012337_648_1065	1	49	2543	2578	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR35004:TRANSPOSASE RV3428C-RELATED
IS_length_1533-IPR002513_548_908-IPR002513_1152_1383	1	46	1488	1533	IPR002513:Tn3 transposase DDE domain
IS_length_1754-IPR002560_566_854-PTHR33498_137_812-IPR002560_1497_1680	1	27	1728	1754	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1403-IPR013762_705_1308	1	26	1378	1403	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1468-IPR013762_614_1151	1	27	1442	1468	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1750-PTHR33258_736_1318-IPR012337_481_1306-IPR002559_535_1282	1	28	1723	1750	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_2843-IPR004291_629_1496-IPR039552_1517_1640-IPR024463_191_428-IPR008878_1996_2284-IPR008878_1987_2281	1	26	2814	2843	IPR004291:Transposase IS66, central domain;IPR008878:Transposase IS66, Orf2;IPR024463:Transposase TnpC, homeodomain;IPR039552:Transposase IS66, C-terminal
IS_length_2134-IPR013762_1385_1988	1	32	2103	2134	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1470-IPR012337_318_564-IPR002559_201_528	1	29	1425	1470	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily
IS_length_1420-IPR001207_702_774-IPR001207_564_801	1	26	1395	1420	IPR001207:Transposase, mutator type
IS_length_1709-IPR001207_476_755	1	48	1682	1709	IPR001207:Transposase, mutator type
IS_length_2970-IPR013762_1847_2420	1	35	2936	2970	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1948-IPR013762_783_1344	1	37	1912	1948	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1344-IPR036397_662_974-IPR012337_662_965-PTHR46889_485_965	1	30	1315	1344	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2099-IPR013762_1510_2071	1	33	2073	2099	IPR013762:Integrase-like, catalytic domain superfamily
